189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 102 ms, execution time: 89 ms, waiting time: 1 ms, processed by Server Zone:4)
49007 getPopulationofCountry Tonga Zone:5 (turnaround time: 139 ms, execution time: 80 ms, waiting time: 58 ms, processed by Server Zone:5)
3639169 getPopulationofCountry Cambodia Zone:3 (turnaround time: 295 ms, execution time: 80 ms, waiting time: 215 ms, processed by Server Zone:3)
48029 getPopulationofCountry Seychelles Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
24859223 getPopulationofCountry Romania Zone:5 (turnaround time: 170 ms, execution time: 81 ms, waiting time: 89 ms, processed by Server Zone:5)
673504000 getPopulationofCountry China Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
10382487 getPopulationofCountry Hungary Zone:2 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:2)
24859223 getPopulationofCountry Romania Zone:5 (turnaround time: 229 ms, execution time: 82 ms, waiting time: 146 ms, processed by Server Zone:5)
31731367 getPopulationofCountry Canada Zone:4 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:4)
3162856 getPopulationofCountry Norway Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
24859223 getPopulationofCountry Romania Zone:5 (turnaround time: 286 ms, execution time: 80 ms, waiting time: 205 ms, processed by Server Zone:5)
21079844 getPopulationofCountry Peru Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
31731367 getPopulationofCountry Canada Zone:4 (turnaround time: 141 ms, execution time: 82 ms, waiting time: 58 ms, processed by Server Zone:4)
16357414 getPopulationofCountry Thailand Zone:5 (turnaround time: 355 ms, execution time: 114 ms, waiting time: 239 ms, processed by Server Zone:5)
5996338 getPopulationofCountry Senegal Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
31731367 getPopulationofCountry Canada Zone:4 (turnaround time: 207 ms, execution time: 88 ms, waiting time: 117 ms, processed by Server Zone:4)
3162856 getPopulationofCountry Norway Zone:2 (turnaround time: 94 ms, execution time: 92 ms, waiting time: 0 ms, processed by Server Zone:2)
16357414 getPopulationofCountry Thailand Zone:5 (turnaround time: 411 ms, execution time: 82 ms, waiting time: 328 ms, processed by Server Zone:5)
31731367 getPopulationofCountry Canada Zone:4 (turnaround time: 263 ms, execution time: 81 ms, waiting time: 181 ms, processed by Server Zone:4)
3162856 getPopulationofCountry Norway Zone:2 (turnaround time: 150 ms, execution time: 81 ms, waiting time: 68 ms, processed by Server Zone:2)
16383873 getPopulationofCountry Netherlands Zone:5 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 0 ms, processed by Server Zone:5)
2501302 getPopulationofCountry Panama Zone:4 (turnaround time: 295 ms, execution time: 80 ms, waiting time: 215 ms, processed by Server Zone:4)
4896738 getPopulationofCountry Tunisia Zone:2 (turnaround time: 151 ms, execution time: 80 ms, waiting time: 69 ms, processed by Server Zone:2)
4803355 getPopulationofCountry Serbia Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1182883 getPopulationofCountry Slovenia Zone:3 (turnaround time: 83 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
16383873 getPopulationofCountry Netherlands Zone:5 (turnaround time: 138 ms, execution time: 81 ms, waiting time: 56 ms, processed by Server Zone:5)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
4896738 getPopulationofCountry Tunisia Zone:2 (turnaround time: 226 ms, execution time: 81 ms, waiting time: 144 ms, processed by Server Zone:2)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
5996338 getPopulationofCountry Senegal Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
369776 getPopulationofCountry Guyana Zone:5 (turnaround time: 194 ms, execution time: 81 ms, waiting time: 113 ms, processed by Server Zone:5)
4896738 getPopulationofCountry Tunisia Zone:2 (turnaround time: 300 ms, execution time: 82 ms, waiting time: 217 ms, processed by Server Zone:2)
61881622 getPopulationofCountry Philippines Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
9362428 getPopulationofCountry Sweden Zone:3 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 0 ms, processed by Server Zone:3)
63717971 getPopulationofCountry Turkey Zone:2 (turnaround time: 356 ms, execution time: 81 ms, waiting time: 274 ms, processed by Server Zone:2)
3022187 getPopulationofCountry Benin Zone:1 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:1)
1698635 getPopulationofCountry Kuwait Zone:2 (turnaround time: 83 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:2)
3022187 getPopulationofCountry Benin Zone:1 (turnaround time: 136 ms, execution time: 81 ms, waiting time: 54 ms, processed by Server Zone:1)
3645095 getPopulationofCountry Uganda Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3645095 getPopulationofCountry Uganda Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
2501302 getPopulationofCountry Panama Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
4722032 getPopulationofCountry Guinea Zone:5 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 0 ms, processed by Server Zone:5)
3006587 getPopulationofCountry Slovakia Zone:1 (turnaround time: 170 ms, execution time: 80 ms, waiting time: 84 ms, processed by Server Zone:1)
134594036 getPopulationofCountry Brazil Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
21079844 getPopulationofCountry Peru Zone:3 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
3006587 getPopulationofCountry Slovakia Zone:1 (turnaround time: 228 ms, execution time: 81 ms, waiting time: 147 ms, processed by Server Zone:1)
4722032 getPopulationofCountry Guinea Zone:2 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 1 ms, processed by Server Zone:2)
63717971 getPopulationofCountry Turkey Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3006587 getPopulationofCountry Slovakia Zone:1 (turnaround time: 285 ms, execution time: 81 ms, waiting time: 204 ms, processed by Server Zone:1)
4722032 getPopulationofCountry Guinea Zone:2 (turnaround time: 137 ms, execution time: 81 ms, waiting time: 55 ms, processed by Server Zone:2)
24859223 getPopulationofCountry Romania Zone:1 (turnaround time: 85 ms, execution time: 80 ms, waiting time: 3 ms, processed by Server Zone:1)
61881622 getPopulationofCountry Philippines Zone:1 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
4722032 getPopulationofCountry Guinea Zone:2 (turnaround time: 195 ms, execution time: 81 ms, waiting time: 114 ms, processed by Server Zone:2)
7571439 getPopulationofCountry Kenya Zone:5 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:5)
4722032 getPopulationofCountry Guinea Zone:2 (turnaround time: 252 ms, execution time: 80 ms, waiting time: 172 ms, processed by Server Zone:2)
7571439 getPopulationofCountry Kenya Zone:5 (turnaround time: 134 ms, execution time: 80 ms, waiting time: 53 ms, processed by Server Zone:5)
276340 getPopulationofCountry Swaziland Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
276340 getPopulationofCountry Swaziland Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
6340891 getPopulationofCountry Guatemala Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
100848918 getPopulationofCountry Japan Zone:1 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:1)
3645095 getPopulationofCountry Uganda Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
736951 getPopulationofCountry Gambia Zone:5 (turnaround time: 168 ms, execution time: 81 ms, waiting time: 86 ms, processed by Server Zone:5)
6340891 getPopulationofCountry Guatemala Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
6340891 getPopulationofCountry Guatemala Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
736951 getPopulationofCountry Gambia Zone:5 (turnaround time: 226 ms, execution time: 81 ms, waiting time: 145 ms, processed by Server Zone:5)
6340891 getPopulationofCountry Guatemala Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1907246 getPopulationofCountry Tajikistan Zone:3 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 0 ms, processed by Server Zone:3)
6340891 getPopulationofCountry Guatemala Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
736951 getPopulationofCountry Gambia Zone:5 (turnaround time: 284 ms, execution time: 81 ms, waiting time: 202 ms, processed by Server Zone:5)
3907506 getPopulationofCountry Ireland Zone:4 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:4)
31731367 getPopulationofCountry Canada Zone:3 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
3639169 getPopulationofCountry Cambodia Zone:2 (turnaround time: 83 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:2)
662818 getPopulationofCountry Burundi Zone:5 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:5)
8249 getPopulationofCountry Tuvalu Zone:2 (turnaround time: 97 ms, execution time: 84 ms, waiting time: 12 ms, processed by Server Zone:2)
662818 getPopulationofCountry Burundi Zone:5 (turnaround time: 140 ms, execution time: 81 ms, waiting time: 58 ms, processed by Server Zone:5)
3006587 getPopulationofCountry Slovakia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3006587 getPopulationofCountry Slovakia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1907246 getPopulationofCountry Tajikistan Zone:2 (turnaround time: 154 ms, execution time: 81 ms, waiting time: 73 ms, processed by Server Zone:2)
1070 getPopulationofCountry Tokelau Zone:5 (turnaround time: 99 ms, execution time: 80 ms, waiting time: 18 ms, processed by Server Zone:5)
31731367 getPopulationofCountry Canada Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1907246 getPopulationofCountry Tajikistan Zone:2 (turnaround time: 209 ms, execution time: 80 ms, waiting time: 128 ms, processed by Server Zone:2)
31731367 getPopulationofCountry Canada Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3022187 getPopulationofCountry Benin Zone:4 (turnaround time: 83 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:4)
233433 getPopulationofCountry Bhutan Zone:5 (turnaround time: 111 ms, execution time: 81 ms, waiting time: 29 ms, processed by Server Zone:5)
31731367 getPopulationofCountry Canada Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
4896738 getPopulationofCountry Tunisia Zone:1 (turnaround time: 84 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:1)
31731367 getPopulationofCountry Canada Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1907246 getPopulationofCountry Tajikistan Zone:2 (turnaround time: 266 ms, execution time: 81 ms, waiting time: 185 ms, processed by Server Zone:2)
447039 getPopulationofCountry Equatorial Guinea Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1698635 getPopulationofCountry Kuwait Zone:5 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:5)
100848918 getPopulationofCountry Japan Zone:2 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:2)
3988332 getPopulationofCountry Paraguay Zone:5 (turnaround time: 93 ms, execution time: 80 ms, waiting time: 10 ms, processed by Server Zone:5)
2386094 getPopulationofCountry Georgia Zone:1 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:1)
15411242 getPopulationofCountry Belgium Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3988332 getPopulationofCountry Paraguay Zone:5 (turnaround time: 149 ms, execution time: 81 ms, waiting time: 67 ms, processed by Server Zone:5)
8684197 getPopulationofCountry Cameroon Zone:1 (turnaround time: 139 ms, execution time: 80 ms, waiting time: 58 ms, processed by Server Zone:1)
31731367 getPopulationofCountry Canada Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
8684197 getPopulationofCountry Cameroon Zone:1 (turnaround time: 195 ms, execution time: 81 ms, waiting time: 113 ms, processed by Server Zone:1)
4477021 getPopulationofCountry Haiti Zone:3 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
8684197 getPopulationofCountry Cameroon Zone:1 (turnaround time: 252 ms, execution time: 81 ms, waiting time: 170 ms, processed by Server Zone:1)
4477021 getPopulationofCountry Haiti Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
13020316 getPopulationofCountry Chile Zone:3 (turnaround time: 139 ms, execution time: 81 ms, waiting time: 57 ms, processed by Server Zone:3)
3328228 getPopulationofCountry Honduras Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
4803355 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
64035243 getPopulationofCountry Indonesia Zone:1 (turnaround time: 287 ms, execution time: 82 ms, waiting time: 204 ms, processed by Server Zone:1)
4803355 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3162856 getPopulationofCountry Norway Zone:3 (turnaround time: 195 ms, execution time: 80 ms, waiting time: 115 ms, processed by Server Zone:3)
29145131 getPopulationofCountry Poland Zone:4 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:4)
266998322 getPopulationofCountry United States Zone:1 (turnaround time: 1 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
64035243 getPopulationofCountry Indonesia Zone:1 (turnaround time: 346 ms, execution time: 81 ms, waiting time: 264 ms, processed by Server Zone:1)
266998322 getPopulationofCountry United States Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3162856 getPopulationofCountry Norway Zone:3 (turnaround time: 252 ms, execution time: 81 ms, waiting time: 171 ms, processed by Server Zone:3)
266998322 getPopulationofCountry United States Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
32847337 getPopulationofCountry Ukraine Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
32847337 getPopulationofCountry Ukraine Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3162856 getPopulationofCountry Norway Zone:3 (turnaround time: 310 ms, execution time: 81 ms, waiting time: 228 ms, processed by Server Zone:3)
7375148 getPopulationofCountry Switzerland Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3989252 getPopulationofCountry Nepal Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3162856 getPopulationofCountry Norway Zone:3 (turnaround time: 368 ms, execution time: 81 ms, waiting time: 286 ms, processed by Server Zone:3)
9362428 getPopulationofCountry Sweden Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
9362428 getPopulationofCountry Sweden Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
9362428 getPopulationofCountry Sweden Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
9362428 getPopulationofCountry Sweden Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
736951 getPopulationofCountry Gambia Zone:3 (turnaround time: 307 ms, execution time: 82 ms, waiting time: 224 ms, processed by Server Zone:3)
374575 getPopulationofCountry Guadeloupe Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
736951 getPopulationofCountry Gambia Zone:3 (turnaround time: 295 ms, execution time: 81 ms, waiting time: 213 ms, processed by Server Zone:3)
266998322 getPopulationofCountry United States Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
2501302 getPopulationofCountry Panama Zone:2 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:2)
266998322 getPopulationofCountry United States Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
53608445 getPopulationofCountry Pakistan Zone:5 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:5)
64035243 getPopulationofCountry Indonesia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
7571439 getPopulationofCountry Kenya Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
107338689 getPopulationofCountry Mexico Zone:3 (turnaround time: 278 ms, execution time: 82 ms, waiting time: 195 ms, processed by Server Zone:3)
7571439 getPopulationofCountry Kenya Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
7571439 getPopulationofCountry Kenya Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
7348242 getPopulationofCountry Bolivia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
7348242 getPopulationofCountry Bolivia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
7348242 getPopulationofCountry Bolivia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
2579609 getPopulationofCountry Oman Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
53608445 getPopulationofCountry Pakistan Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
53608445 getPopulationofCountry Pakistan Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
2579609 getPopulationofCountry Oman Zone:5 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 1 ms, processed by Server Zone:5)
53608445 getPopulationofCountry Pakistan Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
662818 getPopulationofCountry Burundi Zone:1 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:1)
53608445 getPopulationofCountry Pakistan Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
2501302 getPopulationofCountry Panama Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1698635 getPopulationofCountry Kuwait Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
15411242 getPopulationofCountry Belgium Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
15411242 getPopulationofCountry Belgium Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
10074283 getPopulationofCountry Kazakhstan Zone:1 (turnaround time: 80 ms, execution time: 80 ms, waiting time: 0 ms, processed by Server Zone:1)
3022187 getPopulationofCountry Benin Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
4803355 getPopulationofCountry Serbia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
16357414 getPopulationofCountry Thailand Zone:4 (turnaround time: 83 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:4)
6340891 getPopulationofCountry Guatemala Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
16357414 getPopulationofCountry Thailand Zone:4 (turnaround time: 141 ms, execution time: 82 ms, waiting time: 58 ms, processed by Server Zone:4)
8480241 getPopulationofCountry Israel Zone:3 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
184225 getPopulationofCountry Guam Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
184225 getPopulationofCountry Guam Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
16357414 getPopulationofCountry Thailand Zone:4 (turnaround time: 197 ms, execution time: 81 ms, waiting time: 115 ms, processed by Server Zone:4)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 84 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:2)
8480241 getPopulationofCountry Israel Zone:3 (turnaround time: 138 ms, execution time: 81 ms, waiting time: 57 ms, processed by Server Zone:3)
184225 getPopulationofCountry Guam Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
184225 getPopulationofCountry Guam Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1907246 getPopulationofCountry Tajikistan Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 139 ms, execution time: 81 ms, waiting time: 56 ms, processed by Server Zone:4)
16357414 getPopulationofCountry Thailand Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
662818 getPopulationofCountry Burundi Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
13020316 getPopulationofCountry Chile Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
8480241 getPopulationofCountry Israel Zone:4 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 0 ms, processed by Server Zone:4)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
134594036 getPopulationofCountry Brazil Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
8480241 getPopulationofCountry Israel Zone:4 (turnaround time: 137 ms, execution time: 81 ms, waiting time: 55 ms, processed by Server Zone:4)
374575 getPopulationofCountry Guadeloupe Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
374575 getPopulationofCountry Guadeloupe Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
63717971 getPopulationofCountry Turkey Zone:1 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:1)
32847337 getPopulationofCountry Ukraine Zone:4 (turnaround time: 82 ms, execution time: 82 ms, waiting time: 0 ms, processed by Server Zone:4)
3988332 getPopulationofCountry Paraguay Zone:2 (turnaround time: 83 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:2)
3639169 getPopulationofCountry Cambodia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
7287342 getPopulationofCountry Ghana Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3988332 getPopulationofCountry Paraguay Zone:2 (turnaround time: 138 ms, execution time: 80 ms, waiting time: 57 ms, processed by Server Zone:2)
24859223 getPopulationofCountry Romania Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
374575 getPopulationofCountry Guadeloupe Zone:3 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
24859223 getPopulationofCountry Romania Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
8652407 getPopulationofCountry Portugal Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3988332 getPopulationofCountry Paraguay Zone:2 (turnaround time: 194 ms, execution time: 81 ms, waiting time: 113 ms, processed by Server Zone:2)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3988332 getPopulationofCountry Paraguay Zone:2 (turnaround time: 252 ms, execution time: 81 ms, waiting time: 171 ms, processed by Server Zone:2)
3328228 getPopulationofCountry Honduras Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
3328228 getPopulationofCountry Honduras Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
5996338 getPopulationofCountry Senegal Zone:3 (turnaround time: 81 ms, execution time: 80 ms, waiting time: 1 ms, processed by Server Zone:3)
357957 getPopulationofCountry Bahamas Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
673504000 getPopulationofCountry China Zone:2 (turnaround time: 82 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:2)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0 ms, processed by Server Zone:0)
10382487 getPopulationofCountry Hungary Zone:3 (turnaround time: 81 ms, execution time: 81 ms, waiting time: 0 ms, processed by Server Zone:3)
